crse	descr	min credit	max credit	days	start time	end time	newlibintensives	newlib	consent	instruction mode	enrolled	note	enrolling
ENGR-3070-01	Engineering Thermodynamics I	3.0	3.0	MWF	08:00AM	08:50AM			Consent Required	In Person	0		Open
ENGR-3110-01	Kinematics and Robotics	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
ENGR-3140-LA	Strength of Materials Laboratory	1.0	1.0	T	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
ENGR-3140-LB	Strength of Materials Laboratory	1.0	1.0	W	03:00PM	04:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-3150-LA	Kinematics Laboratory	1.0	1.0	R	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
ENGR-3220-01	Electronics	3.0	3.0	MW	09:00AM	09:50AM			Consent Required	In Person	0		Open
ENGR-3220L-LA	Electronics Lab	0.0	0.0	R	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-3240-01	Electromagnetics I	3.0	3.0	MWF	08:00AM	08:50AM			Consent Required	In Person	0	Same: PHYS4210/ENGR3240	Open
ENGR-3330-01	Geotechnical Engineering	3.0	3.0	MW	10:00AM	10:50AM			Consent Required	In Person	0		Open
ENGR-3330L-LA	Geotechnical Engineering	0.0	0.0	R	01:00PM	02:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-3340-01	Structural Analysis	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
ENGR-3850-01	Engineering Projects Laboratory	1.0	1.0	M	03:00PM	04:50PM			Consent Required	In Person	0	laboratory	Open
ENGR-4130-01	Fluid Mechanics	3.0	3.0	MWF	09:00AM	09:50AM			Consent Required	In Person	0		Open
ENGR-4950-01	Engineering Senior Design I	2.0	2.0	MW	12:00PM	12:50PM	Writing Intensive Upper Div		Consent Required	In Person	0		Open
EXSC-1360-01	Introduction to Exercise Science	2.0	2.0	MW	09:00AM	09:50AM			Consent Required	In Person	0		Open
EXSC-2140-0E	Nutrition in Health and Disease	4.0	4.0					WKNW 2 Scientific Ways Knowg	Consent Required	Asynchronous Online	0		Open
EXSC-2440-0E	Stress Management	3.0	3.0						Consent Required	Asynchronous Online	0		Open
EXSC-2580-01	Sports Nutrition	3.0	3.0	MWF	10:00AM	10:50AM			Consent Required	In Person	0		Open
EXSC-3470-01	Physiology of Exercise I	4.0	4.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
EXSC-3470L-LA	Physiology of Exercise I	0.0	0.0	T	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
EXSC-3520-01	Biomechanics I	4.0	4.0	MWF	01:00PM	01:50PM			Consent Required	In Person	0		Open
EXSC-3520L-LA	Biomechanics I	0.0	0.0	T	09:00AM	10:50AM			Not Enrolling	In Person	0	laboratory	Closed
EXSC-4010-01	Advanced Resistance Training and Conditioning	3.0	3.0						Consent Required	In Person	0		Open
EXSC-4910-01	Research in Exercise Science	3.0	3.0	MWF	09:00AM	09:50AM	Writing Intensive Upper Div		Consent Required	In Person	0		Open
GERM-1010-0E	Elementary German I	4.0	4.0					WKNW 6 Glob/Intcult Ways FL	Consent Required	Asynchronous Online	0		Open
HIST-2030-01	Western Civilization I	3.0	3.0	TR	09:30AM	10:45AM		WKNW 3 Civic Ways Knowg	Consent Required	In Person	0		Open
HIST-2110-01	American History I	3.0	3.0	MWF	11:00AM	11:50AM		WKNW 3 Civic Ways Knowg	Consent Required	In Person	0		Open
HIST-2120-01	American History II	3.0	3.0	MWF	01:00PM	01:50PM		WKNW 3 Civic Ways Knowg	Consent Required	In Person	0		Open
HIST-2300-01	Historical Inquiry	3.0	3.0	TR	09:30AM	10:45AM		FSKL 2 Civ Discrse Crit Reas	Consent Required	In Person	0		Open
HIST-3190-01	Jewish Holocaust and its Historical Context	3.0	3.0	MWF	09:00AM	09:50AM		WKNW 7 Glob/Intcult Ways GI	Consent Required	In Person	0		Open
HIST-3260-0E	Women in the World 1800-Present	3.0	3.0				Writing Intensive Upper Div	WKNW 7 Glob/Intcult Ways GI	Consent Required	Asynchronous Online	0		Open
HIST-3280-01	The Age of Global Empires	3.0	3.0	MWF	11:00AM	11:50AM		WKNW 7 Glob/Intcult Ways GI	Consent Required	In Person	0		Open
HIST-3360-01	History of Modern Asia	3.0	3.0	MWF	02:00PM	02:50PM		WKNW 7 Glob/Intcult Ways GI	Consent Required	In Person	0		Open
HIST-3440-01	Civil War and Reconstruction	3.0	3.0	TR	02:30PM	03:45PM	Writing Intensive Upper Div		Consent Required	In Person	0		Open
HIST-4800-01	Internship Public History	1.0	4.0						Consent Required	In Person	0		Open
HIST-4800-02	Internship Public History	1.0	4.0						Consent Required	In Person	0		Open
HIST-4800-03	Internship Public History	1.0	4.0						Consent Required	In Person	0		Open
HIST-4800-04	Internship Public History	1.0	4.0						Consent Required	In Person	0		Open
HNRS-1000-01	Personal Enrichment through Servant Leadership	0.0	1.0						Consent Required	In Person	0		Open
HNRS-2110-01	Honors Literature	3.0	3.0	MWF	12:00PM	12:50PM			Consent Required	In Person	0		Open
HNRS-2110-02	Honors Literature	3.0	3.0	MWF	12:00PM	12:50PM			Consent Required	In Person	0		Open
HNRS-2300-01	Honors History	3.0	3.0	MWF	12:00PM	12:50PM			Consent Required	In Person	0		Open
HNRS-3100-01	Art and the Human Response	3.0	3.0	MWF	12:00PM	12:50PM			Consent Required	In Person	0		Open
HNRS-4910-01	Honor Senior Seminar	1.0	1.0	F	12:00PM	12:50PM			Consent Required	In Person	0		Open
LART-1000-01	College Survival Skills	2.0	2.0	MW	02:00PM	02:50PM			Consent Required	In Person	0		Open
LART-1000-02	College Survival Skills	2.0	2.0	TR	02:00PM	02:50PM			Consent Required	In Person	0		Open
LART-1010-01	Strategies for Academic Success	3.0	3.0	MWF	12:00PM	12:50PM			Consent Required	In Person	0		Open
LART-1020-8E1	Strategies for Academic Success for Adult Learners	3.0	3.0						Consent Required	Asynchronous Online	0		Open
LART-1020-8E2	Strategies for Academic Success for Adult Learners	3.0	3.0						Consent Required	Asynchronous Online	0		Open
LART-1100-8E1	Critical-Thinking Seminar	3.0	3.0	T	06:00PM	06:00PM		FSKL 2 Civ Discrse Crit Reas	Consent Required	Asynchronous Online	0		Open
LART-1200-01	Career and Life Planning	1.0	1.0	MW	12:00PM	12:50PM			Consent Required	In Person	0		Open
LART-2000-01	Introduction to Scholarly Communication	2.0	2.0	MW	10:00AM	10:50AM			Consent Required	In Person	0		Open
MATH-1100-01	Elementary Mathematics-Numeration Systems	4.0	4.0	MTRF	01:00PM	01:50PM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-1250-01	Explorations in Mathematics	3.0	3.0	MWF	08:00AM	08:50AM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-1250-02	Explorations in Mathematics	3.0	3.0	MWF	09:00AM	09:50AM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-1250-03	Explorations in Mathematics	3.0	3.0	MWF	11:00AM	11:50AM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-2010-01	Calculus I	4.0	4.0	MTWF	08:00AM	08:50AM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-2010-02	Calculus I	4.0	4.0	MTWF	10:00AM	10:50AM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-2120-01	Introductory Statistics with Applications	3.0	3.0	MWF	01:00PM	01:50PM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-2600-01	Topics in Mathematics:	1.0	4.0	M	02:00PM	02:50PM			Consent Required	In Person	0		Open
MATH-3010-01	Linear Algebra	4.0	4.0	MTWF	10:00AM	10:50AM			Consent Required	In Person	0		Open
MATH-4000-01	Problem Seminar	2.0	2.0				Speaking Intensive		Consent Required	In Person	0		Open
MATH-4010-01	Probability	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
MATH-4200-01	Abstract Algebra	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
MATH-4700-01	Methods in Teaching Mathematics	3.0	3.0	MWF	02:00PM	02:50PM			Consent Required	In Person	0		Open
MUBS-2010-0B	Introduction to the Music Business	3.0	3.0	R	01:00PM	02:20PM			Consent Required	Hybrid	0	Same: MUBS2010/BSNS2030	Open
MUBS-2050-01	Jazz and Commercial Arranging	2.0	2.0	W	06:00PM	07:30PM			Consent Required	In Person	0		Open
MUBS-2070-01	Songwriting	2.0	2.0	R	09:30AM	10:50AM			Consent Required	In Person	0	Same: MUBS/BSNS 2070	Open
MUBS-3210-01	Recording Techniques	3.0	3.0	T	07:30PM	09:00PM			Consent Required	In Person	0	Same: MUBS3210/BSNS3250	Open
MUBS-3310-0E	Legal Aspects of the Music Business	2.0	2.0						Consent Required	Asynchronous Online	0	SAME: MUBS3310/BSNS3320	Open
MUBS-3350-01	Music Marketing	3.0	3.0	R	09:30AM	10:45AM	Speaking/Writing UpDiv Intens		Consent Required	In Person	0	Same: MUBS3350/BSNS3330	Open
MUBS-3450-01	Live Sound Production	2.0	2.0	T	05:30PM	07:10PM			Consent Required	In Person	0		Open
MUBS-4500-01	Songwriter Showcase	1.0	1.0						Consent Required	In Person	0		Open
MUBS-4800-01	Internship in Music Business	1.0	3.0						Consent Required	In Person	0	Same: MUBS4800/BSNS4810	Open
MUBS-4800-02	Internship in Music Business	1.0	3.0						Consent Required	In Person	0	Same: MUBS4800/BSNS4810	Open
MUBS-4800-03	Internship in Music Business	1.0	3.0						Consent Required	In Person	0	Same: MUBS4800/BSNS4810	Open
MUBS-4900-01	Recording Label Seminar	1.0	2.0	M	05:00PM	06:00PM			Consent Required	In Person	0		Open
MUBS-4950-01	Recording Project	3.0	3.0						Consent Required	In Person	0		Open
MUED-1200-01	Woodwind Techniques	1.0	1.0	TR	02:00PM	02:50PM			Consent Required	In Person	0		Open
MUED-3120-01	Vocal Music in the Secondary School	3.0	3.0	MWF	02:00PM	02:50PM			Consent Required	In Person	0		Open
MUED-3130-01	Instrumental Music Education	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
MUED-3460-01	Advanced Instrumental Techniques	2.0	2.0						Consent Required	In Person	0		Open
MUED-3480-01	Advanced Instrumental Conducting	2.0	2.0	MW	02:00PM	02:50PM			Consent Required	In Person	0		Open
MUPF- _0010-01	Unassigned Voice	1.0	3.0						Consent Required	In Person	0		Open
MUPF- _0020-01	Unassigned Piano	1.0	3.0						Consent Required	In Person	0		Open
MUPF- _0030-01	Unassignd Cl Piano	2.0	2.0						Consent Required	In Person	0		Open
MUPF- _0040-01	Unassigned Choirs	1.0	2.0						Consent Required	In Person	0		Open
MUPF- _0050-01	Unassigned Bands	1.0	2.0						Consent Required	In Person	0		Open
MUPF- _0060-01	Unassigned Piano (Music Education)	1.0	3.0						Consent Required	In Person	0		Open
MUPF-1010-01	Class Lessons in Voice I	1.0	1.0	T	01:00PM	01:50PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1030-01	Class Lessons in Piano I	1.0	1.0	M	01:00PM	01:50PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1050-01	Keyboard Class I	2.0	2.0	MW	09:00AM	09:50AM			Consent Required	In Person	0		Open
MUPF-1050-02	Keyboard Class I	2.0	2.0	MW	10:00AM	10:50AM			Consent Required	In Person	0		Open
MUPF-1070-01	Vola Voce (SSAA Choir)	0.0	1.0	MWF	04:00PM	04:30PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1080-01	Chorale (SATB Choir)	0.0	1.0	MWF	03:00PM	04:30PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1160-01	Music Theatre Production	1.0	1.0	MTWRF	07:00PM	10:00PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1170-01	Introduction to Musical Theatre Performance	2.0	2.0	TR	04:00PM	06:00PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1180-01	Vox Corvi (TTBB Choir)	0.0	1.0	MWF	04:00PM	04:30PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1190-01	Instrumental Ensemble	0.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1220-01	Athletic Band	1.0	1.0	S	10:00AM	11:30AM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1270-01	Symphonic Wind Ensemble	0.0	1.0	TR	04:00PM	05:50PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1280-01	Jazz Ensemble	0.0	1.0	WF	04:30PM	05:45PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1350-01	Guitar Ensemble	0.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1390-01	Percussion Ensemble	0.0	1.0	T	05:00PM	06:30PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1410-01	Class Lessons in Guitar I	1.0	1.0	W	05:00PM	05:50PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1520-01	Accompanying I	1.0	1.0						Consent Required	In Person	0		Open
MUPF-1700-01	Voice	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1700-02	Voice	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1700-04	Voice	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1710-01	Piano	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1710-02	Piano	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1720-01	Harpsichord	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1730-01	Organ	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1740-01	Violin	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1750-01	Viola	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1760-01	Cello	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1770-01	Bass	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1770-02	Bass	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1780-01	Flute/Piccolo	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1790-01	Clarinet	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1800-01	Oboe/English Horn	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1810-01	Bassoon	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1820-01	Saxophone	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1830-01	Trumpet/Cornet	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1840-01	French Horn	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1850-01	Trombone	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1860-01	Baritone/Euphonium	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1870-01	Tuba	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1880-01	Percussion	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1885-01	Harp	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1890-01	Guitar	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1890-01	Guitar	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1900-01	Composition	1.0	1.0						Consent Required	In Person	0		Open
MUPF-1900-02	Composition	1.0	1.0						Consent Required	In Person	0		Open
MUPF-1900-03	Composition	1.0	1.0						Consent Required	In Person	0		Open
MUPF-1905-01	Songwriting	1.0	1.0						Consent Required	In Person	0		Open
MUPF-2700-01	Voice	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2700-02	Voice	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2700-04	Voice	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2710-01	Piano	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2710-02	Piano	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2720-01	Harpsichord	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2730-01	Organ	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2740-01	Violin	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2750-01	Viola	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2760-01	Cello	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2770-01	Bass	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2770-02	Bass	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2780-01	Flute/Piccolo	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2790-01	Clarinet	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2800-01	Oboe/English Horn	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2810-01	Bassoon	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2820-01	Saxophone	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2830-01	Trumpet/Cornet	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2840-01	French Horn	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2850-01	Trombone	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2860-01	Baritone/Euphonium	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2870-01	Tuba	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2880-01	Percussion	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2885-01	Harp	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Not Enrolling	In Person	0		Closed
MUPF-2890-01	Guitar	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2890-02	Guitar	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2900-01	Composition	1.0	3.0						Consent Required	In Person	0		Open
MUPF-2905-01	Songwriting	1.0	3.0						Consent Required	In Person	0		Open
MUPF-3540-01	Voice Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3540-02	Voice Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3540-04	Voice Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3550-02	Keyboard Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3560-01	String/Guitar/Harp Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3560-02	String/Guitar/Harp Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3560-03	String/Guitar/Harp Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3560-04	String/Guitar/Harp Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3570-01	Woodwind Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3580-01	Brass Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3590-01	Percussion Recital	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3700-01	Voice	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3700-02	Voice	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3700-04	Voice	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3710-01	Piano	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3710-02	Piano	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3720-01	Harpsichord	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3730-01	Organ	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3740-01	Violin	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3750-01	Viola	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3760-01	Cello	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3770-01	Bass	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3770-02	Bass	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3780-01	Flute/Piccolo	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3790-01	Clarinet	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3800-01	Oboe/English Horn	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3810-01	Bassoon	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3820-01	Saxophone	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3830-01	Trumpet/Cornet	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3840-01	French Horn	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3850-01	Trombone	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3860-01	Baritone/Euphonium	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3870-01	Tuba	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3880-01	Percussion	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3885-01	Harp	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3890-01	Guitar	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3890-01	Guitar	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3900-01	Composition	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3905-01	Songwriting	1.0	1.0						Consent Required	In Person	0		Open
MUPF-4540-01	Voice Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4540-02	Voice Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4540-04	Voice Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4550-01	Keyboard Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4550-01	Keyboard Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4550-02	Keyboard Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4560-01	String/Guitar/Harp Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4560-02	String/Guitar/Harp Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4560-03	String/Guitar/Harp Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4560-04	String/Guitar/Harp Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4570-01	Woodwind Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4580-01	Brass Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4590-01	Percussion Recital	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4700-01	Voice	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4700-02	Voice	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4700-04	Voice	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4710-01	Piano	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4710-02	Piano	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4720-01	Harpsichord	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4730-01	Organ	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4740-01	Violin	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4750-01	Viola	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4760-01	Cello	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4770-01	Bass	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4770-02	Bass	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4780-01	Flute/Piccolo	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4790-01	Clarinet	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4800-01	Oboe/English Horn	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4810-01	Bassoon	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4820-01	Saxophone	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4830-01	Trumpet/Cornet	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4840-01	French Horn	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4850-01	Trombone	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4860-01	Baritone/Euphonium	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
