crse	descr	min credit	max credit	days	start time	end time	newlibintensives	newlib	consent	instruction mode	enrolled	note	enrolling
ENGR-4320-LB	Fluid Mechanics Laboratory (25)	1.0	1.0	R	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
ENGR-4330-01	Water Resources Engineering (24)	3.0	3.0	MWF	09:00AM	09:50AM			Consent Required	In Person	0		Open
ENGR-4350-01	Structural Design (steel) (24)	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
ENGR-4960-01	Engineering Senior Design II (24)	2.0	2.0	MW	12:00PM	12:50PM	Speaking/Writing UpDiv Intens		Consent Required	In Person	0		Open
EXSC-1530-01	Advanced Resistance Training and Conditioning (24)	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
EXSC-2140-0EA	Nutrition in Health and Disease (24)	4.0	4.0					WKNW 2 Scientific Ways Knowg	Consent Required	Asynchronous Online	0		Open
EXSC-2455-01	Foundations of Exercise Leadership (23)	3.0	3.0	TR	01:00PM	02:15PM			Consent Required	In Person	0		Open
EXSC-2580-01	Sports Nutrition (23)	3.0	3.0	MWF	10:00AM	10:50AM			Consent Required	In Person	0		Open
EXSC-3100-0E	Eating Disorders (23)	3.0	3.0						Consent Required	In Person	0		Open
EXSC-3480-01	Physiology of Exercise II (23)	4.0	4.0	MWF	10:00AM	10:50AM	Writing Intensive Upper Div		Consent Required	In Person	0		Open
EXSC-3480L-LA	Physiology of Exercise II (23) - Lab	0.0	0.0	R	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
EXSC-3530-01	Biomechanics II (23)	4.0	4.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
EXSC-3530L-LA	Biomechanics II (23) - Lab	0.0	0.0	T	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
EXSC-4150-01	Exercise Testing and Prescription (24)	4.0	4.0	MWF	01:00PM	01:50PM			Consent Required	In Person	0		Open
EXSC-4150L-LA	Exercise Testing and Prescription (24) - Lab	0.0	0.0	T	09:00AM	10:50AM			Consent Required	In Person	0	laboratory	Open
EXSC-4160-01	Clinical Experience in Exercise Testing and Prescription (23)	1.0	1.0						Consent Required	In Person	0	laboratory	Open
EXSC-4920-01	Seminar in Exercise Science (24)	3.0	3.0	MWF	09:00AM	09:50AM	Speaking Intensive		Consent Required	In Person	0		Open
HIST-2000-01	World History (23)	3.0	3.0	MWF	10:00AM	10:50AM		WKNW 3 Civic Ways Knowg	Consent Required	In Person	0		Open
HIST-2040-01	Western Civilization II (23)	3.0	3.0	TR	09:30AM	10:45AM		WKNW 3 Civic Ways Knowg	Consent Required	In Person	0		Open
HIST-2110-01	American History I (23)	3.0	3.0	MWF	11:00AM	11:50AM		WKNW 3 Civic Ways Knowg	Consent Required	In Person	0		Open
HIST-2120-01	American History II (23)	3.0	3.0	MWF	01:00PM	01:50PM		WKNW 3 Civic Ways Knowg	Consent Required	In Person	0		Open
HIST-2350-01	Foundation of Public History (24)	3.0	3.0	TR	09:30AM	10:45AM			Consent Required	In Person	0		Open
HIST-3135-01	Medievalism and Reform: Europe from Charlemagne to Luther (24)	3.0	3.0	TR	01:00PM	02:15PM			Consent Required	In Person	0	Same: HIST/RLGN 3135	Open
HIST-3190-01	Jewish Holocaust and its Historical Context (23)	3.0	3.0	MWF	09:00AM	09:50AM		WKNW 7 Glob/Intcult Ways GI	Consent Required	In Person	0		Open
HIST-3370-01	General History Latin America (23)	3.0	3.0	MWF	02:00PM	02:50PM		WKNW 7 Glob/Intcult Ways GI	Consent Required	In Person	0		Open
HIST-3420-01	American Religious History (23)	3.0	3.0	TR	02:30PM	03:45PM			Consent Required	In Person	0	Same: RLGN/HIST3420	Open
HIST-3470-01	The American West (23)	3.0	3.0	TR	02:30PM	03:45PM	Writing Intensive Upper Div		Consent Required	In Person	0		Open
HIST-4800-01	Internship Public History (23)	1.0	4.0						Consent Required	In Person	0		Open
HIST-4800-02	Internship Public History (23)	1.0	4.0						Not Enrolling	In Person	0		Closed
HIST-4800-02	Internship Public History (23)	1.0	4.0						Not Enrolling	In Person	0		Closed
HIST-4800-03	Internship Public History (23)	1.0	4.0						Not Enrolling	In Person	0		Closed
HIST-4800-04	Internship Public History (23)	1.0	4.0						Not Enrolling	In Person	0		Closed
HIST-4800-05	Internship Public History (23)	1.0	4.0						Not Enrolling	In Person	0		Closed
HIST-4800-06	Internship Public History (23)	1.0	4.0						Not Enrolling	In Person	0		Closed
HIST-4800-07	Internship Public History (23)	1.0	4.0						Not Enrolling	In Person	0		Closed
HIST-4800-08	Internship Public History (23)	1.0	4.0						Not Enrolling	In Person	0		Closed
HNRS-1000-01	Personal Enrichment through Servant Leadership (24)	0.0	1.0						Consent Required	In Person	0		Open
HNRS-2110-01	Honors Literature (24)	3.0	3.0	MWF	12:00PM	12:50PM			Consent Required	In Person	0		Open
HNRS-2120-01	Justice and the Good Society: The Issue of Poverty (23)	3.0	3.0	WF	12:00PM	12:50PM			Consent Required	In Person	0		Open
HNRS-3221-01	Traditionalism and Globalization (23)	3.0	3.0	MWF	12:00PM	12:50PM			Consent Required	In Person	0		Open
HNRS-3325-01	Christ and Culture (23)	3.0	3.0	MWF	12:00PM	12:50PM			Consent Required	In Person	0		Open
HNRS-4910-01	Honor Senior Seminar (24)	1.0	1.0	F	12:00PM	12:50PM			Consent Required	In Person	0		Open
LART-1000-01	College Survival Skills (23)	2.0	2.0	MW	12:00PM	12:50PM			Consent Required	In Person	0		Open
LART-1020-8E1	Strategies for Academic Success for Adult Learners (23)	3.0	3.0	R	06:00PM	06:50PM			Consent Required	Synchronous Online	0		Open
LART-1020-8E2	Strategies for Academic Success for Adult Learners (23)	3.0	3.0	R	06:00PM	06:50PM			Consent Required	Synchronous Online	0		Open
LART-1200-01	Career and Life Planning (24)	1.0	1.0	MW	12:00PM	12:50PM			Consent Required	In Person	0		Open
LART-4500-01	Critical Thinking and Professional Development (23)	3.0	3.0	TR	12:00PM	12:50PM	Speaking Intensive		Consent Required	In Person	0		Open
MATH-1110-01	Elementary Mathematics-Geometry (23)	3.0	3.0	MWF	01:00PM	01:50PM			Consent Required	In Person	0		Open
MATH-1250-01	Explorations in Mathematics (23)	3.0	3.0	MWF	09:00AM	09:50AM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-1250-02	Explorations in Mathematics (23)	3.0	3.0	MWF	11:00AM	11:50AM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-2010-01	Calculus I (23)	4.0	4.0	MTWF	10:00AM	10:50AM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-2020-01	Calculus II (23)	4.0	4.0	MTWF	10:00AM	10:50AM			Consent Required	In Person	0		Open
MATH-2120-01	Introductory Statistics with Applications (23)	3.0	3.0	MWF	01:00PM	01:50PM		FSKL 5 Quant Reasng	Consent Required	In Person	0		Open
MATH-2200-01	Discrete Mathematical Structures (23)	4.0	4.0	MTRF	08:00AM	08:50AM			Consent Required	In Person	0	Same: MATH2200/CPSC2250	Open
MATH-2300-01	College Geometry (24)	3.0	3.0	MWF	09:00AM	09:50AM			Consent Required	In Person	0		Open
MATH-3020-01	Calculus III (23)	4.0	4.0	MTWF	10:00AM	10:50AM			Consent Required	In Person	0		Open
MATH-3100-01	Differential Equations (23)	3.0	3.0	MWF	09:00AM	09:50AM			Consent Required	In Person	0		Open
MATH-4020-01	Advanced Statistics (24)	3.0	3.0	MWF	11:00AM	11:50AM			Consent Required	In Person	0		Open
MLAN-2000-0E	Language and Society (23)	4.0	4.0					WKNW 7 Glob/Intcult Ways GI	Consent Required	Asynchronous Online	0		Open
MLAN-4900-01	Senior Seminar in Cultural Studies (23)	3.0	3.0	MWF	10:00AM	10:50AM	Speaking/Writing UpDiv Intens		Consent Required	In Person	0		Open
MUBS-2020-0B	Introduction to Music Publishing (23)	3.0	3.0	R	01:00PM	02:20PM			Consent Required	In Person	0	Same: MUBS2020/BSNS2040	Open
MUBS-3100-0B	Artist Development (23)	2.0	2.0	R	09:30AM	10:50AM			Consent Required	In Person	0	Same: MUBS3100/BSNS3140	Open
MUBS-3100-0B	Artist Development (23)	2.0	2.0						Consent Required	Asynchronous Online	0	Same: MUBS3100/BSNS3140	Open
MUBS-3220-01	Advanced Recording Techniques (23)	2.0	2.0	T	07:30PM	09:00PM			Consent Required	In Person	0	Same: MUBS3220/BSNS3260	Open
MUBS-3370-01	Record Production (23)	2.0	2.0	T	05:30PM	07:10PM			Consent Required	In Person	0	Same: MUBS/BSNS3370	Open
MUBS-3470-0B	DIY for Musicians (23)	2.0	2.0	W	01:00PM	01:50PM			Consent Required	In Person	0		Open
MUBS-4500-01	Songwriter Showcase (23)	1.0	1.0						Consent Required	In Person	0		Open
MUBS-4800-01	Internship in Music Business (23)	1.0	3.0						Consent Required	In Person	0	Same: MUBS4800/BSNS4810	Open
MUBS-4900-01	Recording Label Seminar (23)	1.0	2.0						Consent Required	In Person	0		Open
MUBS-4950-01	Recording Project (24)	3.0	3.0						Consent Required	In Person	0		Open
MUED-1000-01	Introduction to Music Education (23)	2.0	2.0	TR	08:00AM	08:50AM		FSKL 2 Civ Discrse Crit Reas	Consent Required	In Person	0		Open
MUED-1400-01	Percussion Techniques (23)	1.0	1.0						Consent Required	In Person	0		Open
MUED-2110-01	Music for the Elementary Classroom (23)	2.0	2.0	TR	01:00PM	01:50PM		WKNW 4 Aesthet Ways (Appr)	Consent Required	In Person	0		Open
MUPF- _0010-01	Unassigned Voice (23)	1.0	3.0						Consent Required	In Person	0		Open
MUPF- _0020-01	Unassigned Piano (23)	1.0	3.0						Consent Required	In Person	0		Open
MUPF- _0030-01	Unassignd Cl Piano (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF- _0040-01	Unassigned Choirs (23)	1.0	2.0						Consent Required	In Person	0		Open
MUPF- _0050-01	Unassigned Bands (23)	1.0	2.0						Consent Required	In Person	0		Open
MUPF- _0060-01	Unassigned Piano (Music Education) (23)	1.0	3.0						Consent Required	In Person	0		Open
MUPF-1030-01	Class Lessons in Piano I (23)	1.0	1.0	M	01:00PM	01:50PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1060-01	Keyboard Class II (23)	2.0	2.0	MW	10:00AM	10:50AM			Consent Required	In Person	0		Open
MUPF-1060-02	Keyboard Class II (23)	2.0	2.0	MW	09:00AM	09:50AM			Consent Required	In Person	0		Open
MUPF-1070-01	Vola Voce (SSAA Choir) (23)	0.0	1.0	MWF	04:00PM	04:30PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1080-01	Chorale (SATB Choir) (23)	0.0	1.0	MWF	03:00PM	04:30PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1160-01	Music Theatre Production (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1170-01	Introduction to Musical Theatre Performance (25)	2.0	2.0	TR	04:00PM	06:00PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1180-01	Vox Corvi (TTBB Choir) (23)	0.0	1.0	MWF	04:00PM	04:30PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1190-01	Instrumental Ensemble (23)	0.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1220-01	Athletic Band (23)	1.0	1.0	S	10:00AM	11:30AM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1270-01	Symphonic Wind Ensemble (23)	0.0	1.0	TR	04:00PM	05:50PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1280-01	Jazz Ensemble (23)	0.0	1.0	WF	04:30PM	05:45PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1350-01	Guitar Ensemble (23)	0.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1390-01	Percussion Ensemble (23)	0.0	1.0	T	05:00PM	06:30PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1410-01	Class Lessons in Guitar I (23)	1.0	1.0	W	05:00PM	05:50PM		WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1500-01	World Drumming (23)	1.0	1.0	W	06:00PM	06:50PM			Consent Required	In Person	0		Open
MUPF-1530-01	Accompanying II (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-1700-01	Voice (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1700-02	Voice (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1700-04	Voice (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1710-01	Piano (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1710-02	Piano (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1720-01	Harpsichord (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1730-01	Organ (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1740-01	Violin (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1750-01	Viola (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1760-01	Cello (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1770-01	Bass (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1770-02	Bass (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1780-01	Flute/Piccolo (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1790-01	Clarinet (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1800-01	Oboe/English Horn (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1810-01	Bassoon (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1820-01	Saxophone (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1830-01	Trumpet/Cornet (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1840-01	French Horn (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1850-01	Trombone (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1860-01	Baritone/Euphonium (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1870-01	Tuba (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1880-01	Percussion (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1885-01	Harp (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1890-01	Guitar (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1890-02	Guitar (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-1900-01	Composition (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-1900-02	Composition (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-1905-01	Songwriting (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-2600-01	Topics in Music Performance: (23)	1.0	4.0	TR	02:30PM	03:45PM			Consent Required	In Person	0		Open
MUPF-2700-01	Voice (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2700-02	Voice (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2700-04	Voice (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2710-01	Piano (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2710-02	Piano (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2720-01	Harpsichord (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2730-01	Organ (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2740-01	Violin (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2750-01	Viola (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2760-01	Cello (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2770-01	Bass (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2770-02	Bass (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2780-01	Flute/Piccolo (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2790-01	Clarinet (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2800-01	Oboe/English Horn (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2810-01	Bassoon (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2820-01	Saxophone (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2830-01	Trumpet/Cornet (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2840-01	French Horn (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2850-01	Trombone (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2860-01	Baritone/Euphonium (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2870-01	Tuba (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2880-01	Percussion (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2885-01	Harp (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2890-01	Guitar (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2890-02	Guitar (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-2900-01	Composition (23)	1.0	3.0						Consent Required	In Person	0		Open
MUPF-2900-02	Composition (23)	1.0	3.0						Consent Required	In Person	0		Open
MUPF-2905-01	Songwriting (23)	1.0	3.0						Consent Required	In Person	0		Open
MUPF-3540-01	Voice Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3540-02	Voice Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3540-04	Voice Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3550-01	Keyboard Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3550-02	Keyboard Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3560-01	String/Guitar/Harp Recital (23)	1.0	1.0						Not Enrolling	In Person	0		Closed
MUPF-3560-02	String/Guitar/Harp Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3560-03	String/Guitar/Harp Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3560-04	String/Guitar/Harp Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3570-01	Woodwind Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3580-01	Brass Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3580-02	Brass Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3590-01	Percussion Recital (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3700-01	Voice (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3700-02	Voice (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3700-04	Voice (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3710-01	Piano (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3710-02	Piano (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3720-01	Harpsichord (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Not Enrolling	In Person	0		Closed
MUPF-3730-01	Organ (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3740-01	Violin (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3750-01	Viola (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3760-01	Cello (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3770-01	Bass (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3770-01	Bass (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3780-01	Flute/Piccolo (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3790-01	Clarinet (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3800-01	Oboe/English Horn (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3810-01	Bassoon (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3820-01	Saxophone (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3830-01	Trumpet/Cornet (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3840-01	French Horn (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3850-01	Trombone (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3860-01	Baritone/Euphonium (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3870-01	Tuba (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3880-01	Percussion (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3885-01	Harp (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3890-01	Guitar (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3890-02	Guitar (23)	1.0	1.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-3900-01	Composition (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3900-02	Composition (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-3905-01	Songwriting (23)	1.0	1.0						Consent Required	In Person	0		Open
MUPF-4540-01	Voice Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4540-02	Voice Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4540-04	Voice Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4550-01	Keyboard Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4550-02	Keyboard Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4560-01	String/Guitar/Harp Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4560-02	String/Guitar/Harp Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4560-03	String/Guitar/Harp Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4560-04	String/Guitar/Harp Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4570-01	Woodwind Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4580-01	Brass Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4580-02	Brass Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4590-01	Percussion Recital (23)	2.0	2.0						Consent Required	In Person	0		Open
MUPF-4700-01	Voice (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4700-02	Voice (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4700-04	Voice (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4710-01	Piano (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4710-02	Piano (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4720-01	Harpsichord (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4730-01	Organ (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4740-01	Violin (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4750-01	Viola (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4760-01	Cello (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4770-01	Bass (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4770-02	Bass (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4780-01	Flute/Piccolo (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4790-01	Clarinet (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4800-01	Oboe/English Horn (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4810-01	Bassoon (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4820-01	Saxophone (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
MUPF-4830-01	Trumpet/Cornet (23)	1.0	3.0					WKNW 4 Aesthet Ways (Exper)	Consent Required	In Person	0		Open
